File Path,Line Number,Type,Label/Text
src/pages/admin/EntityManagementPage.tsx,415,Native Button,[Icon/Unknown]
src/pages/admin/EntityManagementPage.tsx,434,Native Button,[Icon/Unknown]
src/pages/admin/EntityManagementPage.tsx,470,Native Button,[Icon/Unknown]
src/pages/admin/EntityManagementPage.tsx,579,Native Button,[Icon/Unknown]
src/pages/admin/EntityManagementPage.tsx,587,Native Button,[Icon/Unknown]
src/pages/admin/PositionManagement.tsx,103,Native Button,[Icon/Unknown]
src/pages/admin/PositionManagement.tsx,151,Native Button,[Icon/Unknown]
src/pages/admin/PositionManagement.tsx,154,Native Button,[Icon/Unknown]
src/pages/admin/PositionManagement.tsx,170,Native Button,✕
src/pages/admin/PositionManagement.tsx,221,Native Button,取消
src/pages/admin/PositionManagement.tsx,222,Native Button,[Icon/Unknown]
src/pages/admin/UserLifecyclePage.tsx,199,Native Button,[Icon/Unknown]
src/pages/admin/UserLifecyclePage.tsx,211,Native Button,[Icon/Unknown]
src/pages/admin/UserLifecyclePage.tsx,222,Native Button,[Icon/Unknown]
src/pages/admin/UserLifecyclePage.tsx,233,Native Button,[Icon/Unknown]
src/pages/admin/UserLifecyclePage.tsx,309,Native Button,[Icon/Unknown]
src/pages/admin/UserLifecyclePage.tsx,360,Native Button,[Icon/Unknown]
src/pages/admin/UserLifecyclePage.tsx,445,Native Button,[Icon/Unknown]
src/pages/admin/FondsHistoryListPage.tsx,120,Native Button,[Icon/Unknown]
src/pages/admin/EnterpriseArchitecturePage.tsx,137,Native Button,[Icon/Unknown]
src/pages/ActivationPage.tsx,35,Native Button,[Icon/Unknown]
src/pages/archives/OriginalVoucherListView.tsx,279,Native Button,[Icon/Unknown]
src/pages/archives/OriginalVoucherListView.tsx,286,Native Button,[Icon/Unknown]
src/pages/archives/OriginalVoucherListView.tsx,335,Native Button,[Icon/Unknown]
src/pages/archives/OriginalVoucherListView.tsx,437,Native Button,[Icon/Unknown]
src/pages/archives/OriginalVoucherListView.tsx,455,Native Button,[Icon/Unknown]
src/pages/archives/OriginalVoucherListView.tsx,465,Native Button,[Icon/Unknown]
src/pages/archives/ArchiveDetailPage.tsx,153,Native Button,[Icon/Unknown]
src/pages/archives/ComplianceReportView.tsx,116,Native Button,返回
src/pages/archives/ComplianceReportView.tsx,128,Native Button,[Icon/Unknown]
src/pages/archives/ComplianceReportView.tsx,140,Native Button,[Icon/Unknown]
